,open,high,low,close,volume
2025-02-27,135.0000,135.0100,120.0100,120.1500,443175846
2025-02-28,118.0200,125.0900,116.4000,124.9200,389091145
2025-03-03,123.5100,123.7000,112.2800,114.0600,411381373
2025-03-04,110.6450,119.3100,110.1100,115.9900,398163305
2025-03-05,117.5800,118.2781,114.5100,117.3000,284337886
2025-03-06,113.5300,115.3500,110.2200,110.5700,321181861
2025-03-07,111.2500,113.4800,107.5600,112.6900,341755468
2025-03-10,109.9000,111.8500,105.4600,106.9800,361107562
2025-03-11,106.9900,112.2360,104.7700,108.7600,354865692
2025-03-12,114.1200,116.7600,112.8800,115.7400,323857454
